timestamp,open,high,low,close,volume
2021-07-05 12:00:00,33421.92,33586.27,33402.29,33449.99,0.04186
2021-07-05 13:00:00,33449.99,33740.0,33449.99,33607.88,0.04035
2021-07-05 14:00:00,33607.88,33717.98,33550.0,33700.56,0.038582
2021-07-05 15:00:00,33700.56,33774.79,33504.82,33604.9,0.037324
2021-07-05 16:00:00,33604.9,33715.0,33558.53,33640.91,0.039958
2021-07-05 17:00:00,33640.91,33717.78,33187.09,33678.14,0.040485
2021-07-05 18:00:00,33678.14,34140.3,33678.14,33976.1,0.04669
2021-07-05 19:00:00,33976.1,34256.24,33976.1,34122.71,0.040444
2021-07-05 20:00:00,34122.71,34170.08,33746.85,33842.19,0.045035
2021-07-05 21:00:00,33842.19,34182.93,33840.96,34152.42,0.040515
2021-07-05 22:00:00,34152.42,34193.77,33970.7,33985.8,0.03806
2021-07-05 23:00:00,33985.8,34105.66,33684.44,33704.41,0.044288
2021-07-06 00:00:00,33704.41,34159.84,33663.88,34046.25,0.045406
2021-07-06 01:00:00,34046.25,34073.24,33776.42,33804.51,0.036263
2021-07-06 02:00:00,33804.51,33923.65,33707.51,33923.65,0.039056
2021-07-06 03:00:00,33923.65,33966.75,33844.96,33919.73,0.048336
2021-07-06 04:00:00,33919.73,34786.65,33919.73,34658.84,0.334424
2021-07-06 05:00:00,34658.84,34830.77,34626.48,34784.01,0.048878
2021-07-06 06:00:00,34784.01,34810.18,34657.6,34683.34,0.042425
2021-07-06 07:00:00,34683.34,34945.71,34683.34,34883.04,0.059477
2021-07-06 08:00:00,34883.04,35098.33,34730.01,34998.12,0.040782
2021-07-06 09:00:00,34998.12,35006.75,34082.35,34218.51,1.087282
2021-07-06 10:00:00,34218.51,34218.51,33807.66,33920.18,0.242999
2021-07-06 11:00:00,33920.18,34260.72,33751.63,34092.15,0.038108
2021-07-06 12:00:00,34092.15,34415.89,33802.55,34401.38,0.223785
2021-07-06 13:00:00,34401.38,34465.38,33953.62,34134.72,0.04609
2021-07-06 14:00:00,34134.72,34227.32,33977.15,34131.74,0.039328
2021-07-06 15:00:00,34131.74,34166.69,33900.01,34048.11,0.335222
2021-07-06 16:00:00,34048.11,34127.58,33775.35,34038.67,0.041108
2021-07-06 17:00:00,34038.67,34038.67,33578.49,33940.0,0.044214
2021-07-06 18:00:00,33940.0,34065.36,33809.35,33839.03,0.336887
2021-07-06 19:00:00,33839.03,34113.61,33769.64,34014.9,0.050793
2021-07-06 20:00:00,34014.9,34092.73,33846.8,33953.81,0.201035
2021-07-06 21:00:00,33953.81,33959.68,33683.58,33763.24,0.040208
2021-07-06 22:00:00,33763.24,34109.0,33733.09,34029.77,0.042174
2021-07-06 23:00:00,34029.77,34276.54,33964.98,34224.45,0.338303
2021-07-07 00:00:00,34224.45,34403.1,33967.55,34159.33,0.077529
2021-07-07 01:00:00,34159.33,34258.45,33983.0,34240.82,0.044411
2021-07-07 02:00:00,34240.82,34285.07,34000.0,34269.72,0.07337
2021-07-07 03:00:00,34269.72,34485.65,34182.97,34439.98,0.039362
2021-07-07 04:00:00,34439.98,34774.33,34381.59,34714.97,0.04759
2021-07-07 05:00:00,34714.97,34867.99,34596.24,34809.72,0.053204
2021-07-07 06:00:00,34809.72,34889.12,34657.55,34721.63,0.04817
2021-07-07 07:00:00,34721.63,34900.36,34581.69,34708.19,0.048484
2021-07-07 08:00:00,34708.19,34929.7,34693.8,34805.37,0.1595
2021-07-07 09:00:00,34805.37,34856.24,34655.49,34698.95,0.062017
2021-07-07 10:00:00,34698.95,34710.91,34475.0,34615.94,0.068096
2021-07-07 11:00:00,34615.94,34972.66,34569.98,34832.06,0.173875
2021-07-07 12:00:00,34832.06,35008.17,34740.56,34852.5,0.264605
2021-07-07 13:00:00,34852.5,34860.23,34681.49,34813.22,0.2154
2021-07-07 14:00:00,34813.22,34854.4,34564.82,34632.69,0.052981
2021-07-07 15:00:00,34632.69,34690.0,34489.7,34533.69,0.091104
2021-07-07 16:00:00,34533.69,34616.62,34437.62,34574.56,0.042771
2021-07-07 17:00:00,34574.56,34682.97,34474.57,34637.2,0.443428
2021-07-07 18:00:00,34637.2,34796.33,34567.58,34680.07,0.068537
2021-07-07 19:00:00,34680.07,34743.65,34558.15,34628.8,0.059786
2021-07-07 20:00:00,34628.8,34628.8,34490.05,34567.35,0.040577
2021-07-07 21:00:00,34567.35,34567.35,34165.55,34240.01,2.280154
2021-07-07 22:00:00,34240.01,34267.38,34084.37,34156.1,0.036195
2021-07-07 23:00:00,34156.1,34156.1,33800.68,33865.3,0.433194
2021-07-08 00:00:00,33865.3,33921.53,33166.85,33251.46,0.111247
2021-07-08 01:00:00,33251.46,33448.24,33211.26,33351.62,0.060415
